Date;Time;PizzaType;Quantity;Size;PriceEUR;Waiter;Table;InvoiceNumber
2025-11-29;13:28;Pizza Funghi;2;Small;18,0;Luca;11;52764
2025-11-29;11:07;Pizza Prosciutto;1;Medium;9,0;Eva;9;52765
2025-11-29;22:07;Pizza Funghi;2;Medium;18,0;Maria;3;52766
2025-11-29;19:54;Pizza Diavola;2;Medium;20,0;Luca;3;52767
2025-11-29;12:11;Pizza Salami;2;Medium;18,0;Jonas;3;52768
2025-11-29;22:33;Pizza Hawaii;1;Medium;9,0;Maria;12;52769
2025-11-29;17:16;Pizza Prosciutto;3;Large;33,75;Maria;11;52770
2025-11-29;13:00;Pizza Hawaii;3;Medium;27,0;Maria;8;52771
2025-11-29;21:33;Pizza Salami;2;Medium;18,0;Jonas;7;52772
2025-11-29;17:03;Pizza Hawaii;2;Medium;18,0;Leon;7;52773
2025-11-29;18:11;Pizza Margherita;1;Medium;8,0;Jonas;6;52774
2025-11-29;22:07;Pizza Salami;1;Large;11,25;Jonas;12;52775
2025-11-29;17:11;Pizza Diavola;1;Medium;10,0;Jonas;9;52776
2025-11-29;12:10;Pizza Hawaii;1;Medium;9,0;Luca;8;52777
2025-11-29;21:19;Pizza Prosciutto;1;Small;9,0;Sophie;4;52778
2025-11-29;11:13;Pizza Funghi;2;Medium;18,0;Luca;9;52779
2025-11-29;22:20;Pizza Hawaii;2;Small;18,0;Jonas;7;52780
2025-11-29;14:23;Pizza Salami;3;Small;27,0;Jonas;10;52781
2025-11-29;17:25;Pizza Prosciutto;2;Medium;18,0;Luca;9;52782
2025-11-29;21:43;Pizza Hawaii;2;Small;18,0;Maria;3;52783
2025-11-29;13:57;Pizza Diavola;2;Medium;20,0;Maria;12;52784
2025-11-29;18:37;Pizza Prosciutto;3;Medium;27,0;Maria;11;52785
2025-11-29;14:20;Pizza Salami;2;Large;22,5;Sophie;3;52786
2025-11-29;22:38;Pizza Diavola;1;Small;10,0;Jonas;5;52787
2025-11-29;14:27;Pizza Margherita;1;Small;8,0;Luca;1;52788
2025-11-29;14:47;Pizza Salami;2;Small;18,0;Jonas;8;52789
2025-11-29;12:56;Pizza Salami;2;Large;22,5;Jonas;12;52790
2025-11-29;12:24;Pizza Funghi;3;Large;33,75;Jonas;10;52791
2025-11-29;17:51;Pizza Prosciutto;2;Large;22,5;Jonas;11;52792
2025-11-29;13:06;Pizza Salami;1;Medium;9,0;Luca;1;52793
2025-11-29;18:46;Pizza Diavola;1;Small;10,0;Leon;1;52794
2025-11-29;14:34;Pizza Diavola;3;Medium;30,0;Jonas;4;52795
2025-11-29;22:17;Pizza Salami;2;Large;22,5;Leon;2;52796
2025-11-29;14:29;Pizza Prosciutto;1;Medium;9,0;Maria;1;52797
2025-11-29;14:48;Pizza Hawaii;3;Small;27,0;Mark;8;52798
2025-11-29;18:35;Pizza Salami;1;Small;9,0;Leon;4;52799
2025-11-29;17:03;Pizza Prosciutto;2;Large;22,5;Mark;1;52800
2025-11-29;21:29;Pizza Prosciutto;3;Small;27,0;Jonas;7;52801
2025-11-29;13:53;Pizza Salami;1;Medium;9,0;Jonas;12;52802
2025-11-29;12:52;Pizza Funghi;1;Medium;9,0;Maria;8;52803
2025-11-29;11:47;Pizza Funghi;1;Large;11,25;Jonas;8;52804
2025-11-29;12:12;Pizza Diavola;3;Large;37,5;Luca;7;52805
2025-11-29;12:39;Pizza Funghi;3;Medium;27,0;Maria;11;52806
2025-11-29;13:11;Pizza Salami;2;Medium;18,0;Jonas;11;52807
2025-11-29;14:17;Pizza Prosciutto;1;Medium;9,0;Luca;3;52808
2025-11-29;20:01;Pizza Prosciutto;3;Large;33,75;Maria;8;52809
2025-11-29;18:25;Pizza Diavola;3;Large;37,5;Jonas;6;52810
2025-11-30;17:31;Pizza Funghi;3;Large;33,75;Luca;5;52811
2025-11-30;21:10;Pizza Margherita;2;Large;20,0;Maria;11;52812
2025-11-30;17:52;Pizza Margherita;2;Large;20,0;Maria;3;52813
2025-11-30;12:55;Pizza Funghi;3;Small;27,0;Jonas;2;52814
2025-11-30;20:31;Pizza Margherita;3;Medium;24,0;Luca;3;52815
2025-11-30;14:35;Pizza Funghi;1;Medium;9,0;Maria;8;52816
2025-11-30;14:10;Pizza Prosciutto;2;Small;18,0;Luca;1;52817
2025-11-30;21:20;Pizza Prosciutto;1;Medium;9,0;Luca;3;52818
2025-11-30;13:38;Pizza Funghi;1;Small;9,0;Sophie;7;52819
2025-11-30;14:29;Pizza Hawaii;1;Large;11,25;Jonas;4;52820
2025-11-30;21:41;Pizza Salami;1;Medium;9,0;Sophie;1;52821
2025-11-30;12:36;Pizza Funghi;1;Medium;9,0;Eva;12;52822
2025-11-30;14:04;Pizza Hawaii;2;Medium;18,0;Eva;2;52823
2025-11-30;20:55;Pizza Funghi;3;Large;33,75;Eva;9;52824
2025-11-30;12:33;Pizza Hawaii;1;Large;11,25;Jonas;2;52825
2025-11-30;11:47;Pizza Diavola;2;Medium;20,0;Maria;12;52826
2025-11-30;12:37;Pizza Salami;1;Large;11,25;Luca;3;52827
2025-11-30;14:40;Pizza Margherita;1;Medium;8,0;Luca;2;52828
2025-11-30;18:42;Pizza Diavola;1;Medium;10,0;Eva;4;52829
2025-11-30;13:04;Pizza Salami;1;Medium;9,0;Luca;2;52830
2025-11-30;13:09;Pizza Prosciutto;2;Medium;18,0;Maria;6;52831
2025-11-30;18:15;Pizza Margherita;1;Large;10,0;Jonas;7;52832
2025-11-30;12:35;Pizza Diavola;1;Small;10,0;Mark;7;52833
2025-11-30;11:52;Pizza Salami;2;Large;22,5;Sophie;1;52834
2025-11-30;22:56;Pizza Salami;3;Small;27,0;Eva;2;52835
2025-11-30;12:03;Pizza Prosciutto;1;Medium;9,0;Luca;7;52836
2025-11-30;21:49;Pizza Hawaii;3;Medium;27,0;Leon;10;52837
2025-11-30;14:11;Pizza Hawaii;1;Large;11,25;Sophie;7;52838
2025-11-30;11:38;Pizza Salami;2;Large;22,5;Maria;12;52839
2025-11-30;13:26;Pizza Margherita;3;Medium;24,0;Eva;5;52840
2025-11-30;22:38;Pizza Funghi;2;Large;22,5;Mark;8;52841
2025-11-30;22:22;Pizza Margherita;2;Small;16,0;Mark;12;52842
2025-11-30;13:08;Pizza Prosciutto;3;Large;33,75;Luca;5;52843
2025-11-30;11:23;Pizza Hawaii;3;Small;27,0;Maria;12;52844
2025-11-30;19:42;Pizza Margherita;2;Large;20,0;Sophie;4;52845
2025-11-30;17:59;Pizza Hawaii;2;Large;22,5;Jonas;6;52846
2025-11-30;21:14;Pizza Margherita;3;Small;24,0;Jonas;10;52847
2025-11-30;14:29;Pizza Prosciutto;2;Small;18,0;Sophie;12;52848
2025-11-30;22:48;Pizza Salami;2;Large;22,5;Luca;6;52849
2025-11-30;18:54;Pizza Prosciutto;1;Large;11,25;Luca;1;52850
2025-11-30;11:55;Pizza Margherita;3;Small;24,0;Jonas;12;52851
2025-11-30;18:22;Pizza Hawaii;2;Medium;18,0;Luca;12;52852
2025-11-30;20:15;Pizza Funghi;1;Large;11,25;Jonas;11;52853
2025-11-30;11:49;Pizza Funghi;1;Large;11,25;Maria;5;52854
2025-11-30;22:44;Pizza Margherita;2;Large;20,0;Luca;12;52855
2025-11-30;14:35;Pizza Salami;3;Large;33,75;Luca;6;52856
2025-11-30;13:56;Pizza Funghi;1;Large;11,25;Maria;8;52857
